(1.97588, 0.194089, 0.154507)
(1.81614, 0.137816, 0.220016)
(1.97467, 0.135408, 0.22078)
(1.81476, 0.0615283, 0.264909)
(1.9733, 0.0591199, 0.265672)
(1.81336, -0.0248975, 0.284027)
(1.97189, -0.0273059, 0.28479)
(1.81206, -0.113003, 0.275499)
(1.97059, -0.11541, 0.276262)
(1.81336, -0.0248975, 0.284027)
(1.97189, -0.0273059, 0.28479)
(1.811, -0.194164, 0.240159)
(1.96953, -0.196572, 0.240922)
(1.81027, -0.260432, 0.181467)
(1.96881, -0.262841, 0.182231)
(1.80996, -0.305327, 0.105168)
(1.96849, -0.307736, 0.105932)
(1.81009, -0.324449, 0.0187315)
(1.96862, -0.326857, 0.0194952)
(1.81064, -0.315926, -0.0693825)
(1.96917, -0.318335, -0.0686188)
(1.81009, -0.324449, 0.0187315)
(1.96862, -0.326857, 0.0194952)
(1.81157, -0.280598, -0.150549)
(1.9701, -0.283007, -0.149785)
(1.81278, -0.221918, -0.216822)
(1.97131, -0.224326, -0.216058)
(1.81415, -0.14563, -0.261714)
(1.97269, -0.148038, -0.26095)
(1.81556, -0.0592041, -0.280832)
(1.97409, -0.0616125, -0.280068)
(1.81556, -0.0592041, -0.280832)
(1.97409, -0.0616125, -0.280068)
(1.81681, 0.0873218, -0.201288)
(1.81792, 0.110062, -0.236964)
(1.81591, 0.0182996, -0.231343)
(1.81686, 0.0289026, -0.272304)
(1.81743, 0.14368, -0.151375)
(1.81864, 0.176332, -0.178273)
(1.81681, 0.0873218, -0.201288)
(1.81792, 0.110062, -0.236964)
(1.8177, 0.181859, -0.086487)
(1.81896, 0.221226, -0.101974)
(1.81743, 0.14368, -0.151375)
(1.81864, 0.176332, -0.178273)
(1.81759, 0.198121, -0.0129773)
(1.81883, 0.240348, -0.0155371)
(1.8177, 0.181859, -0.086487)
(1.81896, 0.221226, -0.101974)
(1.81712, 0.190876, 0.0619586)
(1.81828, 0.231827, 0.0725768)
(1.81759, 0.198121, -0.0129773)
(1.81883, 0.240348, -0.0155371)
(1.81633, 0.160829, 0.130986)
(1.81735, 0.196498, 0.153743)
(1.81712, 0.190876, 0.0619586)
(1.81828, 0.231827, 0.0725768)
(1.8153, 0.110925, 0.187347)
(1.81614, 0.137816, 0.220016)
(1.81633, 0.160829, 0.130986)
(1.81735, 0.196498, 0.153743)
(1.81413, 0.0460461, 0.225526)
(1.81476, 0.0615283, 0.264909)
(1.8153, 0.110925, 0.187347)
(1.81614, 0.137816, 0.220016)
(1.81293, -0.0274548, 0.241784)
(1.81336, -0.0248975, 0.284027)
(1.81413, 0.0460461, 0.225526)
(1.81476, 0.0615283, 0.264909)
(1.81183, -0.102384, 0.234532)
(1.81206, -0.113003, 0.275499)
(1.81293, -0.0274548, 0.241784)
(1.81336, -0.0248975, 0.284027)
(1.81093, -0.171404, 0.204477)
(1.811, -0.194164, 0.240159)
(1.81183, -0.102384, 0.234532)
(1.81206, -0.113003, 0.275499)
(1.81031, -0.227764, 0.154563)
(1.81027, -0.260432, 0.181467)
(1.81093, -0.171404, 0.204477)
(1.811, -0.194164, 0.240159)
(1.81004, -0.265942, 0.0896757)
(1.80996, -0.305327, 0.105168)
(1.81031, -0.227764, 0.154563)
(1.81027, -0.260432, 0.181467)
(1.81015, -0.282206, 0.0161662)
(1.81009, -0.324449, 0.0187315)
(1.81004, -0.265942, 0.0896757)
(1.80996, -0.305327, 0.105168)
(1.81062, -0.274958, -0.0587698)
(1.81064, -0.315926, -0.0693825)
(1.81015, -0.282206, 0.0161662)
(1.81009, -0.324449, 0.0187315)
(1.81141, -0.244912, -0.127797)
(1.81157, -0.280598, -0.150549)
(1.81062, -0.274958, -0.0587698)
(1.81064, -0.315926, -0.0693825)
(1.81244, -0.195009, -0.184158)
(1.81278, -0.221918, -0.216822)
(1.81141, -0.244912, -0.127797)
(1.81157, -0.280598, -0.150549)
(1.81361, -0.130131, -0.222337)
(1.81415, -0.14563, -0.261714)
(1.81244, -0.195009, -0.184158)
(1.81278, -0.221918, -0.216822)
(1.81481, -0.0566296, -0.238595)
(1.81556, -0.0592041, -0.280832)
(1.81361, -0.130131, -0.222337)
(1.81415, -0.14563, -0.261714)
(1.81591, 0.0182996, -0.231343)
(1.81686, 0.0289026, -0.272304)
(1.81481, -0.0566296, -0.238595)
(1.81556, -0.0592041, -0.280832)
(1.97705, 0.133809, -0.27722)
(2.10086, 0.22631, -0.424602)
(1.9758, 0.0386938, -0.318636)
(2.09896, 0.0808545, -0.487939)
(1.97789, 0.211475, -0.208437)
(2.10216, 0.345078, -0.319415)
(1.97705, 0.133809, -0.27722)
(2.10086, 0.22631, -0.424602)
(1.97826, 0.264086, -0.119019)
(2.10273, 0.425537, -0.182673)
(1.97789, 0.211475, -0.208437)
(2.10216, 0.345078, -0.319415)
(1.97812, 0.286497, -0.0177195)
(2.1025, 0.459807, -0.027761)
(1.97826, 0.264086, -0.119019)
(2.10273, 0.425537, -0.182673)
(1.97747, 0.276511, 0.0855452)
(2.10151, 0.444537, 0.130157)
(1.97812, 0.286497, -0.0177195)
(2.1025, 0.459807, -0.027761)
(1.97638, 0.235106, 0.180668)
(2.09984, 0.381218, 0.275623)
(1.97747, 0.276511, 0.0855452)
(2.10151, 0.444537, 0.130157)
(1.97496, 0.166335, 0.258336)
(2.09768, 0.276051, 0.394397)
(1.97638, 0.235106, 0.180668)
(2.09984, 0.381218, 0.275623)
(1.97335, 0.0769299, 0.310948)
(2.09521, 0.139327, 0.474854)
(1.97496, 0.166335, 0.258336)
(2.09768, 0.276051, 0.394397)
(1.9717, -0.0243567, 0.333353)
(2.09269, -0.0155652, 0.509116)
(1.97335, 0.0769299, 0.310948)
(2.09521, 0.139327, 0.474854)
(1.97018, -0.12761, 0.323358)
(2.09037, -0.173467, 0.493832)
(1.9717, -0.0243567, 0.333353)
(2.09269, -0.0155652, 0.509116)
(1.96894, -0.222727, 0.281942)
(2.08846, -0.318923, 0.430496)
(1.97018, -0.12761, 0.323358)
(2.09037, -0.173467, 0.493832)
(1.96809, -0.300391, 0.213158)
(2.08717, -0.437693, 0.32531)
(1.96894, -0.222727, 0.281942)
(2.08846, -0.318923, 0.430496)
(1.96772, -0.353004, 0.123741)
(2.0866, -0.518152, 0.188567)
(1.96809, -0.300391, 0.213158)
(2.08717, -0.437693, 0.32531)
(1.96787, -0.375415, 0.0224415)
(2.08683, -0.552422, 0.0336552)
(1.96772, -0.353004, 0.123741)
(2.0866, -0.518152, 0.188567)
(1.96852, -0.365428, -0.0808233)
(2.08782, -0.53715, -0.124263)
(1.96787, -0.375415, 0.0224415)
(2.08683, -0.552422, 0.0336552)
(1.9696, -0.324023, -0.175946)
(2.08948, -0.473833, -0.269728)
(1.96852, -0.365428, -0.0808233)
(2.08782, -0.53715, -0.124263)
(1.97102, -0.255254, -0.253614)
(2.09165, -0.368666, -0.388503)
(1.9696, -0.324023, -0.175946)
(2.08948, -0.473833, -0.269728)
(1.97263, -0.165848, -0.306225)
(2.09412, -0.231942, -0.468959)
(1.97102, -0.255254, -0.253614)
(2.09165, -0.368666, -0.388503)
(1.97428, -0.0645618, -0.328631)
(2.09664, -0.0770483, -0.503222)
(1.97263, -0.165848, -0.306225)
(2.09412, -0.231942, -0.468959)
(1.9758, 0.0386938, -0.318636)
(2.09896, 0.0808545, -0.487939)
(1.97428, -0.0645618, -0.328631)
(2.09664, -0.0770483, -0.503222)
(-0.0285135, -0.680247, 0.0331799)
(-0.0287553, -0.661884, 0.141274)
(-0.0232048, -0.337371, 0.0123762)
(-0.0233119, -0.321108, 0.0858858)
(0.934555, -0.676517, 0.145915)
(1.41769, -0.559286, 0.140676)
(0.939998, -0.335742, 0.0905264)
(1.42121, -0.343052, 0.0928445)
(1.42178, -0.352068, -0.0556012)
(1.41854, -0.572504, -0.0769382)
(0.940576, -0.344758, -0.0579193)
(0.935402, -0.689735, -0.0716999)
(-0.0227337, -0.330124, -0.0625599)
(-0.0279077, -0.675101, -0.0763405)
(1.42121, -0.343052, 0.0928445)
(1.41769, -0.559286, 0.140676)
(1.51882, -0.344534, 0.0933148)
(1.51882, -0.344534, 0.0933148)
(1.41769, -0.559286, 0.140676)
(1.5153, -0.560768, 0.141147)
(1.51882, -0.344534, 0.0933148)
(1.5153, -0.560768, 0.141147)
(1.51892, -0.360796, 0.0198051)
(1.51554, -0.579131, 0.0330524)
(1.51554, -0.579131, 0.0330524)
(1.51615, -0.573986, -0.0764682)
(1.51892, -0.360796, 0.0198051)
(1.51939, -0.35355, -0.0551309)
(1.51939, -0.35355, -0.0551309)
(1.51615, -0.573986, -0.0764682)
(1.42178, -0.352068, -0.0556012)
(1.42178, -0.352068, -0.0556012)
(1.51615, -0.573986, -0.0764682)
(1.41854, -0.572504, -0.0769382)
(0.940105, -0.352004, 0.0170168)
(-0.0232048, -0.337371, 0.0123762)
(0.939998, -0.335742, 0.0905264)
(-0.0233119, -0.321108, 0.0858858)
(-0.0233119, -0.321108, 0.0858858)
(0.934555, -0.676517, 0.145915)
(-0.0233119, -0.321108, 0.0858858)
(-0.0287553, -0.661884, 0.141274)
(-0.0287553, -0.661884, 0.141274)
(-0.0285135, -0.680247, 0.0331799)
(0.940576, -0.344758, -0.0579193)
(-0.0227337, -0.330124, -0.0625599)
(-0.0279077, -0.675101, -0.0763405)
(-0.0279077, -0.675101, -0.0763405)
(0.940576, -0.344758, -0.0579193)
(-0.0279077, -0.675101, -0.0763405)
(-0.0227337, -0.330124, -0.0625599)
(2.84435, 0.157075, -0.330178)
(2.84285, 0.0425244, -0.380058)
(2.85816, 0.238898, -0.458726)
(2.85609, 0.080592, -0.527658)
(1.97539, 0.0264941, -0.27154)
(1.97645, 0.107654, -0.2362)
(1.9758, 0.0386938, -0.318636)
(1.97705, 0.133809, -0.27722)
(2.88586, 0.249956, -0.247098)
(2.88484, 0.156421, -0.329938)
(2.89717, 0.373645, -0.350905)
(2.89576, 0.244382, -0.465384)
(1.97718, 0.173923, -0.177509)
