(1.42386, -0.239026, -0.129664)
(1.42307, -0.269072, -0.0606368)
(0.94265, -0.231716, -0.131982)
(0.941861, -0.261763, -0.0629549)
(1.4226, -0.27632, 0.0142992)
(0.94139, -0.26901, 0.0119811)
(1.42249, -0.260056, 0.0878089)
(0.941283, -0.252747, 0.0854908)
(1.42276, -0.221877, 0.152697)
(0.94155, -0.214568, 0.150378)
(1.42877, 0.166716, 0.129119)
(1.43085, 0.27976, 0.055056)
(0.947567, 0.174026, 0.126801)
(0.949641, 0.287069, 0.0527379)
(1.43409, 0.500194, 0.0763931)
(1.43474, 0.508062, -0.0332925)
(0.954815, 0.632045, 0.0665185)
(0.955421, 0.63719, -0.0430019)
(1.43494, 0.486976, -0.141221)
(0.955662, 0.618827, -0.151096)
(1.43143, 0.270743, -0.0933897)
(1.42987, 0.149568, -0.153242)
(0.950219, 0.278053, -0.0957079)
(0.948667, 0.156877, -0.15556)
(1.42926, 0.0932092, -0.203155)
(1.42836, 0.024187, -0.23321)
(0.948051, 0.100519, -0.205473)
(0.947147, 0.0314966, -0.235528)
(0.944849, -0.116934, -0.226522)
(0.94368, -0.181812, -0.188344)
(0.945108, -0.0288452, -0.00259071)
(0.94265, -0.231716, -0.131982)
(0.941861, -0.261763, -0.0629549)
(0.94139, -0.26901, 0.0119811)
(0.941283, -0.252747, 0.0854908)
(0.94155, -0.214568, 0.150378)
(0.942166, -0.158208, 0.200292)
(0.94307, -0.089187, 0.230347)
(0.944173, -0.0142578, 0.237599)
(0.945368, 0.0592432, 0.221341)
(0.946537, 0.124122, 0.183162)
(0.947567, 0.174026, 0.126801)
(0.949641, 0.287069, 0.0527379)
(0.950112, 0.294315, -0.0221982)
(0.950219, 0.278053, -0.0957079)
(0.948667, 0.156877, -0.15556)
(0.948051, 0.100519, -0.205473)
(0.947147, 0.0314966, -0.235528)
(0.946044, -0.0434326, -0.242781)
(1.42307, -0.269072, -0.0606368)
(1.42386, -0.239026, -0.129664)
(1.52068, -0.270554, -0.0601665)
(1.52147, -0.240508, -0.129194)
(1.4226, -0.27632, 0.0142992)
(1.52021, -0.277802, 0.0147695)
(1.42249, -0.260056, 0.0878089)
(1.4226, -0.27632, 0.0142992)
(1.5201, -0.261538, 0.0882792)
(1.52021, -0.277802, 0.0147695)
(1.42276, -0.221877, 0.152697)
(1.52037, -0.223359, 0.153167)
(1.43085, 0.27976, 0.055056)
(1.42877, 0.166716, 0.129119)
(1.52846, 0.278278, 0.0555263)
(1.52639, 0.165234, 0.129589)
(1.43474, 0.508062, -0.0332925)
(1.43409, 0.500194, 0.0763931)
(1.53231, 0.503857, -0.0326571)
(1.53171, 0.498712, 0.0768636)
(1.43474, 0.508062, -0.0332925)
(1.53231, 0.503857, -0.0326571)
(1.43494, 0.486976, -0.141221)
(1.53255, 0.485494, -0.140751)
(1.42987, 0.149568, -0.153242)
(1.43143, 0.270743, -0.0933897)
(1.52749, 0.148086, -0.152771)
(1.52904, 0.269261, -0.0929195)
(1.42926, 0.0932092, -0.203155)
(1.52687, 0.0917273, -0.202685)
(1.42836, 0.024187, -0.23321)
(1.52597, 0.0227051, -0.23274)
(1.81062, -0.274958, -0.0587698)
(1.81141, -0.244913, -0.127797)
(1.81015, -0.282206, 0.0161662)
(1.81004, -0.265944, 0.0896758)
(1.81015, -0.282206, 0.0161662)
(1.81031, -0.227765, 0.154563)
(1.52536, 0.115331, 0.185951)
(1.81633, 0.160829, 0.130986)
(1.8153, 0.110925, 0.187347)
(1.81712, 0.190876, 0.0619585)
(1.52893, 0.285524, -0.0194098)
(1.81759, 0.198123, -0.0129774)
(1.52893, 0.285524, -0.0194098)
(1.81759, 0.198123, -0.0129774)
(1.8177, 0.181859, -0.0864869)
(1.81743, 0.143679, -0.151374)
(1.81591, 0.0182996, -0.231343)
(1.81681, 0.0873218, -0.201288)
(1.52486, -0.0522241, -0.239992)
(1.81481, -0.0566296, -0.238595)
(1.81278, -0.221918, -0.216822)
(1.81415, -0.14563, -0.261715)
(1.97131, -0.224326, -0.216058)
(1.97269, -0.14804, -0.260951)
(1.81157, -0.280598, -0.150549)
(1.9701, -0.283007, -0.149785)
(1.81064, -0.315928, -0.0693826)
(1.96917, -0.318336, -0.0686187)
(1.81009, -0.324449, 0.0187315)
(1.96862, -0.326857, 0.0194952)
(1.80996, -0.305327, 0.105168)
(1.81009, -0.324449, 0.0187315)
(1.96849, -0.307736, 0.105932)
(1.96862, -0.326857, 0.0194952)
(1.81027, -0.260432, 0.181467)
(1.96881, -0.262841, 0.182231)
(1.811, -0.194164, 0.240159)
(1.96953, -0.196572, 0.240922)
(1.81206, -0.113003, 0.275499)
(1.97059, -0.115411, 0.276262)
(1.81336, -0.0248975, 0.284027)
(1.97189, -0.0273059, 0.28479)
(1.81476, 0.0615283, 0.264909)
(1.81336, -0.0248975, 0.284027)
(1.9733, 0.0591199, 0.265672)
(1.97189, -0.0273059, 0.28479)
(1.81614, 0.137816, 0.220016)
(1.97467, 0.135408, 0.22078)
(1.81735, 0.196498, 0.153743)
(1.97588, 0.194089, 0.154507)
(1.81828, 0.231827, 0.0725768)
(1.97681, 0.229418, 0.0733407)
(1.81883, 0.240348, -0.0155371)
(1.97736, 0.237939, -0.0147733)
(1.81896, 0.221226, -0.101974)
(1.81883, 0.240348, -0.0155371)
(1.97749, 0.218817, -0.10121)
(1.97736, 0.237939, -0.0147733)
(1.81864, 0.176332, -0.178273)
(1.97718, 0.173923, -0.177509)
(1.81792, 0.110062, -0.236964)
(1.97645, 0.107654, -0.2362)
(1.81686, 0.0289014, -0.272304)
(1.97539, 0.0264929, -0.27154)
(1.81556, -0.0592041, -0.280832)
(1.97409, -0.0616125, -0.280068)
(1.81556, -0.0592041, -0.280832)
(1.97409, -0.0616125, -0.280068)
(1.81244, -0.195009, -0.184158)
(1.81361, -0.130131, -0.222337)
(1.81278, -0.221918, -0.216822)
(1.81415, -0.14563, -0.261715)
(1.81141, -0.244913, -0.127797)
(1.81244, -0.195009, -0.184158)
(1.81157, -0.280598, -0.150549)
(1.81278, -0.221918, -0.216822)
(1.81062, -0.274958, -0.0587698)
(1.81141, -0.244913, -0.127797)
(1.81064, -0.315928, -0.0693826)
(1.81157, -0.280598, -0.150549)
(1.81015, -0.282206, 0.0161662)
(1.81062, -0.274958, -0.0587698)
(1.81009, -0.324449, 0.0187315)
(1.81064, -0.315928, -0.0693826)
(1.81004, -0.265944, 0.0896758)
(1.81015, -0.282206, 0.0161662)
(1.80996, -0.305327, 0.105168)
(1.81009, -0.324449, 0.0187315)
(1.81031, -0.227765, 0.154563)
(1.81004, -0.265944, 0.0896758)
(1.81027, -0.260432, 0.181467)
(1.80996, -0.305327, 0.105168)
(1.81093, -0.171405, 0.204477)
(1.81031, -0.227765, 0.154563)
(1.811, -0.194164, 0.240159)
(1.81027, -0.260432, 0.181467)
(1.81183, -0.102384, 0.234532)
(1.81093, -0.171405, 0.204477)
(1.81206, -0.113003, 0.275499)
(1.811, -0.194164, 0.240159)
(1.81293, -0.0274548, 0.241784)
(1.81183, -0.102384, 0.234532)
(1.81336, -0.0248975, 0.284027)
(1.81206, -0.113003, 0.275499)
(1.81413, 0.0460461, 0.225526)
(1.81293, -0.0274548, 0.241784)
(1.81476, 0.0615283, 0.264909)
(1.81336, -0.0248975, 0.284027)
(1.8153, 0.110925, 0.187347)
(1.81413, 0.0460461, 0.225526)
(1.81614, 0.137816, 0.220016)
(1.81476, 0.0615283, 0.264909)
(1.81633, 0.160829, 0.130986)
(1.8153, 0.110925, 0.187347)
(1.81735, 0.196498, 0.153743)
(1.81614, 0.137816, 0.220016)
(1.81712, 0.190876, 0.0619585)
(1.81633, 0.160829, 0.130986)
(1.81828, 0.231827, 0.0725768)
(1.81735, 0.196498, 0.153743)
(1.81759, 0.198123, -0.0129774)
(1.81712, 0.190876, 0.0619585)
(1.81883, 0.240348, -0.0155371)
(1.81828, 0.231827, 0.0725768)
(1.8177, 0.181859, -0.0864869)
(1.81759, 0.198123, -0.0129774)
(1.81896, 0.221226, -0.101974)
(1.81883, 0.240348, -0.0155371)
(1.81743, 0.143679, -0.151374)
(1.8177, 0.181859, -0.0864869)
(1.81864, 0.176332, -0.178273)
(1.81896, 0.221226, -0.101974)
(1.81681, 0.0873218, -0.201288)
(1.81743, 0.143679, -0.151374)
(1.81792, 0.110062, -0.236964)
(1.81864, 0.176332, -0.178273)
(1.81591, 0.0182996, -0.231343)
(1.81681, 0.0873218, -0.201288)
(1.81686, 0.0289014, -0.272304)
(1.81792, 0.110062, -0.236964)
(1.81481, -0.0566296, -0.238595)
(1.81591, 0.0182996, -0.231343)
(1.81556, -0.0592041, -0.280832)
(1.81686, 0.0289014, -0.272304)
(1.81361, -0.130131, -0.222337)
(1.81481, -0.0566296, -0.238595)
(1.81415, -0.14563, -0.261715)
(1.81556, -0.0592041, -0.280832)
(-0.013669, 0.301703, 0.0480973)
(-0.00849499, 0.646678, 0.0618779)
(-0.0131979, 0.308949, -0.0268388)
(-0.00788921, 0.651824, -0.0476425)
(1.43085, 0.27976, 0.055056)
(1.43409, 0.500194, 0.0763931)
(0.949641, 0.287069, 0.0527379)
(0.954815, 0.632045, 0.0665185)
(1.43143, 0.270743, -0.0933897)
(0.950219, 0.278053, -0.0957079)
(1.43494, 0.486976, -0.141221)
(0.955662, 0.618827, -0.151096)
(-0.0130908, 0.292687, -0.100348)
(-0.00764744, 0.633461, -0.155737)
(1.43085, 0.27976, 0.055056)
(1.52846, 0.278278, 0.0555263)
(1.43409, 0.500194, 0.0763931)
(1.43409, 0.500194, 0.0763931)
(1.52846, 0.278278, 0.0555263)
(1.53171, 0.498712, 0.0768636)
(1.52846, 0.278278, 0.0555263)
(1.52893, 0.285524, -0.0194098)
(1.53171, 0.498712, 0.0768636)
(1.53231, 0.503857, -0.0326571)
(1.52904, 0.269261, -0.0929195)
(1.53255, 0.485494, -0.140751)
(1.52893, 0.285524, -0.0194098)
(1.53231, 0.503857, -0.0326571)
(1.52904, 0.269261, -0.0929195)
(1.43143, 0.270743, -0.0933897)
(1.53255, 0.485494, -0.140751)
(1.53255, 0.485494, -0.140751)
(1.43143, 0.270743, -0.0933897)
(1.43494, 0.486976, -0.141221)
(0.950112, 0.294315, -0.0221982)
(0.949641, 0.287069, 0.0527379)
(-0.0131979, 0.308949, -0.0268388)
(-0.013669, 0.301703, 0.0480973)
(0.949641, 0.287069, 0.0527379)
(0.954815, 0.632045, 0.0665185)
(-0.013669, 0.301703, 0.0480973)
(-0.013669, 0.301703, 0.0480973)
(0.954815, 0.632045, 0.0665185)
(-0.00849499, 0.646678, 0.0618779)
(0.954815, 0.632045, 0.0665185)
(0.955421, 0.63719, -0.0430019)
(-0.00849499, 0.646678, 0.0618779)
(-0.00788921, 0.651824, -0.0476425)
(0.950219, 0.278053, -0.0957079)
(-0.0130908, 0.292687, -0.100348)
(0.955662, 0.618827, -0.151096)
(-0.00764744, 0.633461, -0.155737)
(0.955662, 0.618827, -0.151096)
(0.950219, 0.278053, -0.0957079)
(-0.00764744, 0.633461, -0.155737)
(-0.00764744, 0.633461, -0.155737)
(0.950219, 0.278053, -0.0957079)
(-0.0130908, 0.292687, -0.100348)
(1.42926, 0.0932092, -0.203156)
(0.948051, 0.100519, -0.205474)
(1.42987, 0.149568, -0.153242)
(0.948667, 0.156877, -0.15556)
(1.43014, 0.187748, -0.088354)
(0.948934, 0.195057, -0.0906722)
(1.43004, 0.20401, -0.0148444)
(0.948827, 0.21132, -0.0171625)
(1.42956, 0.196764, 0.0600917)
(0.948356, 0.204073, 0.0577736)
(1.42877, 0.166716, 0.129119)
(0.947567, 0.174026, 0.126801)
(1.42775, 0.116813, 0.18548)
(0.946537, 0.124122, 0.183162)
(1.42658, 0.0519336, 0.223659)
(0.945368, 0.0592432, 0.221341)
(1.42538, -0.0215674, 0.239918)
(0.944173, -0.0142578, 0.237599)
(1.42538, -0.0215674, 0.239918)
(0.944173, -0.0142578, 0.237599)
(1.42428, -0.0964966, 0.232665)
(0.94307, -0.089187, 0.230347)
(1.42428, -0.0964966, 0.232665)
(0.94307, -0.089187, 0.230347)
(1.42337, -0.165518, 0.202611)
(0.942166, -0.158208, 0.200292)
(1.42276, -0.221877, 0.152697)
(0.94155, -0.214568, 0.150378)
(1.42121, -0.343052, 0.0928445)
(0.939998, -0.335742, 0.0905264)
(1.41769, -0.559286, 0.140676)
(0.934555, -0.676517, 0.145915)
(1.41789, -0.580371, 0.0327473)
(0.934796, -0.69488, 0.0378205)
(0.935402, -0.689735, -0.0716999)
(1.41854, -0.572504, -0.0769382)
(1.42178, -0.352068, -0.0556012)
(0.940576, -0.344758, -0.0579193)
(1.42386, -0.239026, -0.129664)
(0.94265, -0.231716, -0.131982)
(1.42489, -0.189121, -0.186025)
(0.94368, -0.181812, -0.188343)
(1.42606, -0.124243, -0.224204)
(0.944849, -0.116934, -0.226522)
(1.42606, -0.124243, -0.224204)
(0.944849, -0.116934, -0.226522)
(1.42725, -0.0507422, -0.240463)
(0.946044, -0.0434326, -0.242781)
(1.42725, -0.0507422, -0.240463)
(0.946044, -0.0434326, -0.242781)
(1.42836, 0.024187, -0.23321)
(0.947147, 0.0314966, -0.235528)
(0.947147, 0.0314966, -0.235528)
(0.945108, -0.0288452, -0.00259071)
(0.948051, 0.100519, -0.205474)
(0.948667, 0.156877, -0.15556)
(0.948934, 0.195057, -0.0906722)
(0.948827, 0.21132, -0.0171625)
(0.948356, 0.204073, 0.0577736)
(0.947567, 0.174026, 0.126801)
(0.946537, 0.124122, 0.183162)
(0.945368, 0.0592432, 0.221341)
(0.944173, -0.0142578, 0.237599)
(0.94307, -0.089187, 0.230347)
(0.942166, -0.158208, 0.200292)
(0.94155, -0.214568, 0.150378)
(0.939998, -0.335742, 0.0905264)
(0.940105, -0.352004, 0.0170168)
(0.940576, -0.344758, -0.0579193)
(0.94265, -0.231716, -0.131982)
(0.94368, -0.181812, -0.188343)
(0.944849, -0.116934, -0.226522)
(0.946044, -0.0434326, -0.242781)
(1.43014, 0.187748, -0.088354)
(1.52775, 0.186266, -0.0878838)
(1.42987, 0.149568, -0.153242)
(1.52749, 0.148086, -0.152771)
(1.43004, 0.20401, -0.0148444)
(1.52765, 0.202528, -0.0143741)
(1.42956, 0.196764, 0.0600917)
(1.52717, 0.195282, 0.060562)
(1.43004, 0.20401, -0.0148444)
(1.52765, 0.202528, -0.0143741)
(1.42877, 0.166716, 0.129119)
(1.52639, 0.165234, 0.129589)
(1.42775, 0.116813, 0.18548)
(1.52536, 0.115331, 0.185951)
(1.42658, 0.0519336, 0.223659)
(1.52419, 0.0504517, 0.224129)
(1.42538, -0.0215674, 0.239918)
(1.52299, -0.0230493, 0.240388)
(1.42428, -0.0964966, 0.232665)
(1.52189, -0.0979785, 0.233135)
(1.42538, -0.0215674, 0.239918)
(1.52299, -0.0230493, 0.240388)
(1.42337, -0.165518, 0.202611)
(1.52098, -0.167, 0.203081)
(1.42428, -0.0964966, 0.232665)
(1.52189, -0.0979785, 0.233135)
(1.42276, -0.221877, 0.152697)
(1.52037, -0.223359, 0.153167)
(1.42121, -0.343052, 0.0928445)
(1.51882, -0.344534, 0.0933148)
(1.41789, -0.580371, 0.0327473)
(1.51554, -0.579131, 0.0330524)
(1.41769, -0.559286, 0.140676)
(1.5153, -0.560768, 0.141147)
(1.51615, -0.573986, -0.0764682)
(1.51554, -0.579131, 0.0330524)
(1.41854, -0.572504, -0.0769382)
(1.41789, -0.580371, 0.0327473)
(1.42386, -0.239026, -0.129664)
(1.52147, -0.240508, -0.129194)
(1.42178, -0.352068, -0.0556012)
(1.51939, -0.35355, -0.0551309)
(1.42489, -0.189121, -0.186025)
(1.5225, -0.190603, -0.185555)
(1.42606, -0.124243, -0.224204)
(1.52367, -0.125725, -0.223734)
(1.42725, -0.0507422, -0.240463)
(1.52486, -0.0522241, -0.239992)
(1.42606, -0.124243, -0.224204)
(1.52367, -0.125725, -0.223734)
(1.42836, 0.024187, -0.23321)
(1.52597, 0.0227051, -0.23274)
(1.42725, -0.0507422, -0.240463)
(1.52486, -0.0522241, -0.239992)
(1.52749, 0.148086, -0.152771)
(1.81743, 0.14368, -0.151375)
(1.52687, 0.0917273, -0.202685)
(1.81681, 0.0873218, -0.201288)
(1.81759, 0.198121, -0.0129773)
(1.8177, 0.181859, -0.086487)
(1.81712, 0.190876, 0.0619586)
(1.81759, 0.198121, -0.0129773)
(1.81413, 0.0460461, 0.225526)
(1.8153, 0.110925, 0.187347)
(1.81293, -0.0274548, 0.241784)
(1.81183, -0.102384, 0.234532)
(1.81293, -0.0274548, 0.241784)
(1.81093, -0.171404, 0.204477)
(1.81183, -0.102384, 0.234532)
(1.81031, -0.227764, 0.154563)
(1.81004, -0.265942, 0.0896757)
(1.51892, -0.360796, 0.0198051)
(1.81015, -0.282206, 0.0161662)
(1.81062, -0.274958, -0.0587698)
(1.81015, -0.282206, 0.0161662)
(1.51892, -0.360796, 0.0198051)
(1.81141, -0.244912, -0.127797)
(1.81244, -0.195009, -0.184158)
(1.81361, -0.130131, -0.222337)
(1.81481, -0.0566296, -0.238595)
(1.81361, -0.130131, -0.222337)
(1.81792, 0.110062, -0.236964)
(1.97645, 0.107654, -0.2362)
(1.81686, 0.0289026, -0.272304)
(1.97539, 0.0264941, -0.27154)
(1.81864, 0.176332, -0.178273)
(1.97718, 0.173923, -0.177509)
(1.81896, 0.221226, -0.101974)
(1.97749, 0.218817, -0.10121)
(1.81883, 0.240348, -0.0155371)
(1.97736, 0.237939, -0.0147733)
(1.81828, 0.231827, 0.0725768)
(1.97681, 0.229419, 0.0733407)
(1.81883, 0.240348, -0.0155371)
(1.97736, 0.237939, -0.0147733)
(1.81735, 0.196498, 0.153743)
